event_id,customer_id,ts,event_name,page,region,consent_measurement,consent_marketing
ev2802901368,587,2025-07-03 16:27:35.160342,begin_checkout,/cart,UK,True,True
ev8417773005,83,2025-07-09 11:49:35.160347,add_to_cart,/,EU,True,False
ev7061771738,492,2025-08-12 19:46:35.160353,begin_checkout,/,UK,True,False
ev9554979404,568,2025-07-16 10:00:35.160358,page_view,/cart,US,False,True
ev4161876335,397,2025-07-01 09:34:35.160363,add_to_cart,/thank-you,EU,False,True
ev7193074922,194,2025-08-11 19:25:35.160369,page_view,/products,EU,False,True
ev6419214900,321,2025-08-05 15:53:35.160374,page_view,/products,US,True,True
ev7135344841,727,2025-07-26 16:19:35.160379,begin_checkout,/thank-you,US,True,True
ev9533703377,264,2025-08-12 05:46:35.160385,add_to_cart,/thank-you,EU,True,True
ev4171676780,703,2025-07-11 10:03:35.160390,add_to_cart,/checkout,EU,True,False
ev3082639413,141,2025-07-17 23:14:35.160396,signup,/thank-you,EU,True,False
ev8242079490,130,2025-08-03 16:22:35.160401,page_view,/thank-you,US,True,False
ev2360406527,506,2025-06-22 03:19:35.160406,page_view,/,EU,True,True
ev5961930928,798,2025-07-18 12:20:35.160411,page_view,/checkout,EU,True,True
ev9334431010,670,2025-07-08 21:29:35.160417,add_to_cart,/cart,BR,False,True
ev8621519679,776,2025-07-11 05:06:35.160424,add_to_cart,/products,UK,True,False
ev7222555637,395,2025-08-16 00:03:35.160430,page_view,/checkout,EU,False,True
ev1126635743,64,2025-07-21 05:51:35.160435,page_view,/,BR,False,True
ev9819529719,174,2025-08-15 11:52:35.160440,add_to_cart,/checkout,EU,True,True
ev5072922291,409,2025-07-17 09:25:35.160446,page_view,/thank-you,EU,False,False
ev3619175172,757,2025-08-06 21:59:35.160451,page_view,/cart,UK,True,True
ev1604595929,234,2025-07-18 08:58:35.160456,page_view,/products,EU,True,True
ev2298161575,160,2025-06-23 21:11:35.160462,add_to_cart,/checkout,BR,True,True
ev1410243147,504,2025-07-04 07:19:35.160467,page_view,/,EU,True,True
ev6039431614,265,2025-08-01 15:39:35.160472,page_view,/checkout,EU,True,False
ev4426945221,673,2025-07-23 10:29:35.160478,signup,/thank-you,EU,True,False
ev3649317322,367,2025-07-27 05:43:35.160483,page_view,/thank-you,EU,True,False
ev8364450198,212,2025-07-29 12:11:35.160488,signup,/cart,EU,True,True
ev1720164908,103,2025-08-11 10:25:35.160493,page_view,/cart,EU,True,True
ev4797852835,57,2025-08-17 06:05:35.160499,page_view,/cart,EU,True,False
ev8228424385,628,2025-08-06 06:07:35.160504,begin_checkout,/,EU,True,True
ev8469153352,294,2025-08-08 12:55:35.160509,page_view,/thank-you,EU,True,False
ev7381987708,501,2025-07-28 11:59:35.160515,begin_checkout,/thank-you,EU,True,True
ev5716442200,159,2025-08-14 12:18:35.160520,page_view,/thank-you,EU,True,False
ev2430983788,522,2025-07-22 23:53:35.160525,page_view,/,BR,False,False
ev4557834987,568,2025-07-27 19:13:35.160531,add_to_cart,/products,EU,True,True
ev7561528821,169,2025-07-03 17:36:35.160536,begin_checkout,/cart,BR,True,True
ev8027179249,237,2025-07-23 00:34:35.160541,page_view,/checkout,BR,True,True
ev6493043415,115,2025-08-11 15:05:35.160547,page_view,/checkout,EU,True,False
ev9088418381,479,2025-07-15 05:27:35.160552,add_to_cart,/products,EU,True,True
ev6081435005,487,2025-08-19 16:15:35.160557,page_view,/thank-you,EU,True,True
ev8628441554,89,2025-07-12 08:51:35.160563,page_view,/cart,EU,True,True
ev9142151705,603,2025-08-04 12:00:35.160568,page_view,/checkout,UK,False,True
ev2512406265,216,2025-07-02 11:21:35.160573,purchase,/products,EU,True,True
ev2311877718,84,2025-06-28 12:09:35.160579,begin_checkout,/products,EU,False,True
ev9891091590,615,2025-08-07 11:41:35.160584,purchase,/checkout,US,True,True
ev3664230161,438,2025-07-31 12:17:35.160589,add_to_cart,/,BR,True,True
ev5035865251,666,2025-07-01 08:15:35.160595,page_view,/thank-you,US,True,False
ev4812963909,721,2025-07-02 09:07:35.160600,page_view,/checkout,EU,False,True
ev8634692973,442,2025-07-10 00:07:35.160605,add_to_cart,/thank-you,US,True,False
ev1112438411,343,2025-07-10 11:44:35.160611,add_to_cart,/products,EU,True,True
ev5416519440,462,2025-07-29 05:54:35.160616,purchase,/products,US,True,True
ev5155175643,697,2025-07-17 22:02:35.160621,page_view,/checkout,US,True,True
ev1886142603,46,2025-07-29 15:22:35.160626,page_view,/cart,EU,False,True
ev5016071980,749,2025-07-02 12:42:35.160632,add_to_cart,/thank-you,BR,False,True
ev8868466412,474,2025-07-09 05:38:35.160637,page_view,/products,EU,True,False
ev1463310873,561,2025-06-27 12:42:35.160643,begin_checkout,/,US,True,True
ev3252742149,468,2025-07-21 20:34:35.160648,add_to_cart,/thank-you,US,True,False
ev6470175081,169,2025-08-16 00:12:35.160653,page_view,/checkout,US,True,True
ev5889489985,177,2025-07-22 14:31:35.160659,purchase,/products,US,False,True
ev7838669495,554,2025-08-08 20:39:35.160674,page_view,/thank-you,EU,True,True
ev4079846190,580,2025-06-27 23:23:35.160679,signup,/products,EU,False,True
ev2108231708,262,2025-08-07 02:08:35.160685,page_view,/,UK,True,True
ev4330665547,101,2025-07-02 04:32:35.160690,page_view,/cart,EU,True,True
ev8473355447,456,2025-07-25 19:51:35.160695,page_view,/thank-you,EU,False,True
ev4921031461,426,2025-06-25 20:54:35.160701,page_view,/cart,EU,True,True
ev4569858299,276,2025-07-07 09:34:35.160706,page_view,/,EU,False,True
ev8036625410,75,2025-07-29 02:39:35.160711,page_view,/checkout,EU,False,True
ev6268815818,509,2025-07-18 00:19:35.160717,add_to_cart,/,EU,True,False
ev2231115273,678,2025-07-05 20:56:35.160722,page_view,/,EU,True,False
ev4424266372,584,2025-08-11 06:19:35.160727,page_view,/,EU,True,False
ev9182581076,322,2025-07-27 04:10:35.160733,page_view,/cart,EU,False,True
ev1263461036,540,2025-06-29 05:22:35.160738,purchase,/checkout,US,True,True
ev7860036559,771,2025-08-06 15:52:35.160743,page_view,/cart,US,True,True
ev3775294041,282,2025-07-17 06:56:35.160749,page_view,/checkout,EU,True,True
ev7736366644,360,2025-07-12 05:55:35.160754,add_to_cart,/cart,US,True,False
ev2480236383,778,2025-07-08 09:35:35.160759,add_to_cart,/cart,EU,False,False
ev6905271073,620,2025-08-04 08:30:35.160764,signup,/checkout,BR,True,False
ev8739886480,306,2025-08-15 13:54:35.160770,add_to_cart,/,US,False,True
ev1594964391,403,2025-06-26 11:20:35.160775,purchase,/,UK,True,True
ev9615333058,5,2025-07-17 06:58:35.160781,add_to_cart,/cart,EU,False,True
ev1957389967,40,2025-07-15 20:35:35.160786,page_view,/thank-you,EU,False,False
ev1120334451,790,2025-08-09 19:49:35.160791,begin_checkout,/thank-you,EU,False,True
ev8403666628,255,2025-07-07 12:27:35.160796,add_to_cart,/products,EU,True,False
ev5614251368,200,2025-06-27 16:22:35.160802,add_to_cart,/checkout,US,False,True
ev1315439878,470,2025-07-05 00:48:35.160807,add_to_cart,/,EU,True,True
ev6897612767,228,2025-08-14 19:15:35.160812,add_to_cart,/,EU,True,False
ev5576407573,635,2025-06-24 17:46:35.160818,purchase,/products,US,False,True
ev9953907452,645,2025-08-06 09:14:35.160823,add_to_cart,/cart,EU,True,True
ev9785198963,52,2025-08-19 02:32:35.160828,page_view,/,UK,True,False
ev8908778389,403,2025-07-31 09:54:35.160833,page_view,/cart,EU,False,True
ev5708114110,408,2025-07-16 14:31:35.160839,begin_checkout,/products,US,True,True
ev8367874670,526,2025-06-26 09:25:35.160845,purchase,/checkout,UK,False,True
ev7628382773,620,2025-08-01 10:13:35.160850,page_view,/cart,EU,False,False
ev3452720775,412,2025-08-05 06:12:35.160855,purchase,/cart,US,True,True
ev7729229370,174,2025-08-19 11:53:35.160861,page_view,/,US,True,True
ev3661828684,436,2025-07-13 15:54:35.160866,page_view,/thank-you,UK,True,True
ev4781831008,277,2025-07-02 16:32:35.160871,begin_checkout,/thank-you,US,True,True
ev1718863116,623,2025-06-27 01:45:35.160877,signup,/checkout,BR,True,False
ev2230895217,230,2025-08-11 16:59:35.160882,page_view,/cart,EU,True,False
ev5511561149,203,2025-07-06 12:11:35.160887,signup,/thank-you,EU,False,True
ev8540651678,593,2025-06-29 04:47:35.160893,add_to_cart,/products,EU,True,False
ev8147685592,405,2025-06-29 17:23:35.160898,add_to_cart,/cart,US,True,False
ev2411570196,230,2025-06-25 01:54:35.160903,page_view,/cart,CA,False,True
ev5882900963,699,2025-07-01 00:03:35.160909,add_to_cart,/products,EU,True,True
ev3759736100,727,2025-07-13 14:53:35.160914,page_view,/,EU,True,True
ev2843628995,743,2025-08-01 20:15:35.160919,page_view,/,US,True,False
ev4293704409,666,2025-08-04 04:15:35.160925,begin_checkout,/cart,EU,True,True
ev7119631356,64,2025-07-02 08:56:35.160930,page_view,/,EU,True,True
ev9327460188,439,2025-07-24 04:57:35.160935,add_to_cart,/products,EU,False,False
ev1876007075,739,2025-07-07 11:34:35.160941,page_view,/,US,True,False
ev3637734219,783,2025-07-12 17:25:35.160946,purchase,/,EU,False,True
ev7733458387,765,2025-06-26 17:50:35.160951,page_view,/checkout,EU,True,True
ev5480275246,256,2025-06-27 12:53:35.160956,page_view,/,EU,True,False
ev4490752386,366,2025-07-30 13:24:35.160962,page_view,/checkout,BR,False,True
ev8214491537,11,2025-08-11 04:47:35.160967,purchase,/thank-you,US,True,True
ev1162888375,577,2025-08-06 06:44:35.160973,page_view,/,EU,False,False
ev9517196557,545,2025-07-02 21:48:35.160978,purchase,/products,UK,False,True
ev3449026065,546,2025-07-12 00:37:35.160983,page_view,/checkout,BR,True,False
ev8621611527,651,2025-06-30 01:41:35.160988,page_view,/checkout,EU,True,False
ev8513432907,353,2025-06-22 11:42:35.160994,page_view,/products,US,True,True
ev8540273381,754,2025-08-02 11:44:35.160999,begin_checkout,/products,EU,True,False
ev6571842403,238,2025-07-26 21:29:35.161005,purchase,/products,CA,True,True
ev6840091187,136,2025-07-27 02:46:35.161010,page_view,/cart,EU,True,True
ev1433197147,434,2025-07-30 13:37:35.161015,add_to_cart,/checkout,US,False,True
ev4843885899,28,2025-08-17 17:05:35.161021,add_to_cart,/checkout,US,True,True
ev6628384307,233,2025-08-15 13:12:35.161026,page_view,/checkout,US,True,True
ev3457197919,473,2025-07-25 09:34:35.161033,purchase,/,US,False,True
ev7130888035,420,2025-07-05 21:24:35.161039,page_view,/products,BR,True,True
ev5971994672,319,2025-07-12 08:12:35.161044,add_to_cart,/products,EU,True,False
ev7007025362,678,2025-06-23 20:41:35.161050,add_to_cart,/products,US,True,True
ev8706079208,185,2025-07-23 00:36:35.161055,page_view,/products,CA,True,True
ev4008862971,300,2025-07-17 02:22:35.161060,purchase,/products,EU,False,True
ev6621644275,535,2025-08-17 16:10:35.161066,page_view,/,UK,True,True
ev1441175615,95,2025-07-09 15:39:35.161071,page_view,/checkout,BR,True,False
ev8177197481,419,2025-06-27 16:12:35.161076,add_to_cart,/checkout,UK,False,True
ev8336447770,464,2025-07-24 07:08:35.161082,add_to_cart,/products,UK,True,True
ev7193310132,491,2025-08-16 21:18:35.161087,add_to_cart,/thank-you,BR,False,True
ev7221607306,640,2025-07-03 15:33:35.161092,signup,/cart,EU,True,False
ev6045225531,738,2025-07-09 18:44:35.161097,page_view,/checkout,EU,True,True
ev3927609918,476,2025-07-12 09:48:35.161103,begin_checkout,/checkout,US,False,False
ev8172947864,688,2025-07-01 06:06:35.161108,page_view,/thank-you,US,False,True
ev2184783379,95,2025-06-22 00:08:35.161113,add_to_cart,/products,EU,True,False
ev6234922422,142,2025-08-14 03:28:35.161119,page_view,/products,BR,True,False
ev1970528345,195,2025-07-22 09:17:35.161124,page_view,/cart,US,True,True
ev7708788239,52,2025-07-23 15:13:35.161129,page_view,/cart,EU,True,True
ev5517383973,670,2025-06-22 23:12:35.161135,page_view,/thank-you,UK,True,False
ev6701022061,518,2025-07-27 08:06:35.161140,page_view,/,US,True,True
ev2533383936,265,2025-08-15 21:10:35.161146,add_to_cart,/thank-you,US,True,True
ev4745658720,9,2025-08-16 09:52:35.161151,page_view,/thank-you,CA,True,False
ev6942498193,461,2025-07-13 08:40:35.161156,page_view,/checkout,EU,True,True
ev4969510648,168,2025-06-27 08:19:35.161161,page_view,/products,US,True,True
ev7511663639,386,2025-06-30 02:44:35.161167,signup,/products,EU,True,True
ev1763340827,734,2025-07-24 00:01:35.161172,page_view,/checkout,BR,True,True
ev4224526646,286,2025-07-05 17:52:35.161178,page_view,/,EU,False,False
ev1971687644,313,2025-07-15 19:21:35.161183,begin_checkout,/,US,True,True
ev7649530570,243,2025-07-11 09:53:35.161188,begin_checkout,/checkout,CA,False,False
ev4552039556,586,2025-06-22 19:35:35.161193,add_to_cart,/products,EU,False,True
ev7732680521,403,2025-07-15 06:15:35.161199,page_view,/thank-you,US,False,True
ev7806275861,527,2025-07-11 05:50:35.161204,add_to_cart,/,UK,True,True
ev1339919083,286,2025-07-11 05:29:35.161212,add_to_cart,/checkout,UK,True,False
ev6590575268,90,2025-07-05 22:43:35.161222,page_view,/cart,US,True,True
ev8239000693,493,2025-07-12 04:50:35.161232,page_view,/thank-you,EU,True,True
ev9239738256,596,2025-07-09 06:51:35.161237,add_to_cart,/cart,EU,True,False
ev1797642540,592,2025-07-19 13:37:35.161243,page_view,/checkout,EU,True,True
ev1829343059,603,2025-07-05 04:02:35.161248,page_view,/,EU,True,True
ev4993735008,308,2025-07-02 06:01:35.161253,begin_checkout,/,US,True,True
ev7753380707,12,2025-06-25 14:52:35.161259,page_view,/products,EU,True,True
ev2004549550,639,2025-08-02 08:35:35.161264,page_view,/cart,EU,False,True
ev9971996392,766,2025-06-25 11:23:35.161269,begin_checkout,/thank-you,EU,False,False
ev7409921093,249,2025-07-17 06:48:35.161275,page_view,/,UK,True,False
ev1129661774,83,2025-07-28 01:19:35.161280,begin_checkout,/cart,EU,True,True
ev7694977931,51,2025-08-12 06:23:35.161285,page_view,/checkout,EU,True,True
ev4869672558,381,2025-06-28 10:00:35.161290,page_view,/thank-you,EU,False,True
ev2579616130,29,2025-08-08 17:24:35.161296,begin_checkout,/thank-you,EU,True,False
ev6966014588,386,2025-08-12 05:41:35.161302,page_view,/,EU,True,True
ev7435985680,419,2025-07-08 23:46:35.161307,page_view,/cart,EU,True,False
ev6590985592,377,2025-08-08 21:22:35.161317,page_view,/checkout,UK,True,True
ev3278346316,152,2025-08-05 20:13:35.161323,signup,/thank-you,BR,True,True
ev2637615288,795,2025-07-31 11:41:35.161328,begin_checkout,/,US,True,True
ev1538964951,481,2025-06-23 16:34:35.161334,page_view,/,EU,False,False
ev2508202539,139,2025-08-04 16:11:35.161339,page_view,/thank-you,EU,True,True
ev4242342249,294,2025-07-24 10:09:35.161344,purchase,/products,CA,True,True
ev4037873431,647,2025-07-17 01:41:35.161351,page_view,/,UK,True,True
ev1628664175,293,2025-07-25 08:20:35.161361,begin_checkout,/,US,True,False
ev8600956529,704,2025-07-22 22:51:35.161371,page_view,/cart,US,True,True
ev2682145502,392,2025-07-23 10:02:35.161382,add_to_cart,/cart,UK,True,False
ev1722673392,116,2025-07-09 18:58:35.161387,page_view,/products,CA,True,True
ev2878917944,63,2025-06-25 06:48:35.161393,page_view,/checkout,US,False,False
ev4977387656,3,2025-08-07 08:23:35.161398,begin_checkout,/products,EU,False,False
ev6618920392,523,2025-08-09 03:12:35.161403,page_view,/thank-you,CA,False,True
ev1732550362,207,2025-07-07 16:33:35.161408,page_view,/checkout,EU,True,False
ev2360279121,207,2025-06-27 18:08:35.161413,add_to_cart,/,EU,True,False
ev1238129925,36,2025-08-13 10:20:35.161419,page_view,/checkout,EU,False,True
ev4583979855,407,2025-07-29 07:06:35.161432,signup,/products,BR,True,True
ev9993858479,55,2025-08-08 00:08:35.161438,begin_checkout,/products,US,True,False
ev8031210682,794,2025-07-07 11:28:35.161443,signup,/,US,True,True
ev8674985117,663,2025-08-16 01:02:35.161449,purchase,/checkout,EU,False,True
ev9225400157,114,2025-07-02 03:28:35.161454,add_to_cart,/,EU,True,True
ev2989336950,21,2025-07-17 04:50:35.161459,page_view,/,EU,True,True
ev6825359621,220,2025-07-10 02:52:35.161465,page_view,/products,EU,True,True
ev4750907982,213,2025-08-17 13:17:35.161470,page_view,/products,UK,True,True
ev4268531655,197,2025-07-18 11:23:35.161475,page_view,/thank-you,CA,False,False
ev7825435314,62,2025-07-24 17:21:35.161481,page_view,/checkout,EU,True,False
ev6058157163,433,2025-06-23 15:14:35.161486,page_view,/cart,EU,True,True
ev6601634504,114,2025-07-25 16:06:35.161492,page_view,/thank-you,US,True,True
ev3434754162,247,2025-07-21 02:36:35.161497,page_view,/checkout,US,True,False
ev9459884200,434,2025-07-01 10:42:35.161502,page_view,/,UK,True,False
ev6903970989,66,2025-07-07 17:14:35.161508,page_view,/,BR,True,True
ev6666787970,727,2025-07-17 11:04:35.161516,begin_checkout,/thank-you,UK,False,True
ev7836140368,639,2025-08-08 02:57:35.161521,page_view,/,EU,False,True
ev9222111505,697,2025-08-07 14:05:35.161526,page_view,/,BR,False,False
ev2581557358,658,2025-08-17 05:16:35.161532,add_to_cart,/products,EU,False,False
ev3376151420,91,2025-07-28 11:49:35.161537,purchase,/cart,US,True,True
ev9751580075,232,2025-06-29 16:43:35.161542,add_to_cart,/,US,True,True
ev7065470754,666,2025-07-02 09:28:35.161547,signup,/products,EU,True,True
ev8996159169,531,2025-07-27 07:45:35.161553,add_to_cart,/checkout,EU,False,True
ev3983075585,695,2025-08-16 08:02:35.161558,page_view,/cart,EU,True,True
ev9879703571,33,2025-08-04 12:05:35.161563,signup,/cart,EU,True,False
ev4882521522,200,2025-06-28 18:39:35.161568,add_to_cart,/cart,EU,True,True
ev8241657899,79,2025-07-12 08:34:35.161574,purchase,/checkout,EU,True,True
ev9201993543,166,2025-08-16 12:03:35.161579,page_view,/cart,EU,True,False
ev5653360396,600,2025-07-12 13:08:35.161584,page_view,/cart,UK,True,True
ev4750517239,293,2025-08-11 15:39:35.161590,page_view,/checkout,EU,False,False
ev5480969304,799,2025-08-13 23:02:35.161595,page_view,/thank-you,EU,True,True
ev2160598798,624,2025-07-29 10:05:35.161600,add_to_cart,/cart,EU,True,True
ev1644481951,644,2025-08-15 23:30:35.161605,purchase,/cart,EU,True,True
ev9507147902,794,2025-08-06 21:23:35.161611,add_to_cart,/,EU,True,True
ev6869949618,456,2025-08-06 00:24:35.161616,purchase,/checkout,EU,True,True
ev1757523111,432,2025-08-04 20:18:35.161622,page_view,/products,UK,True,True
ev6308380607,496,2025-08-05 11:08:35.161627,add_to_cart,/thank-you,EU,True,False
ev3238778770,325,2025-07-17 15:30:35.161632,begin_checkout,/products,EU,True,True
ev8559316234,741,2025-07-09 10:40:35.161638,begin_checkout,/products,US,False,False
ev4231178106,290,2025-07-28 11:49:35.161643,page_view,/cart,EU,True,True
ev1157156099,361,2025-07-23 05:07:35.161648,page_view,/checkout,US,True,True
ev6989449227,360,2025-07-03 12:39:35.161653,page_view,/cart,US,False,False
ev9949622485,315,2025-07-08 03:20:35.161659,page_view,/cart,EU,True,True
ev7633419809,196,2025-08-16 09:50:35.161664,add_to_cart,/products,US,False,True
ev9652537707,567,2025-07-26 09:11:35.161669,page_view,/cart,UK,True,True
ev1919166493,565,2025-08-17 09:31:35.161675,add_to_cart,/cart,EU,False,True
ev3624717095,209,2025-07-14 23:41:35.161680,page_view,/cart,UK,True,False
ev7981869818,466,2025-07-02 09:01:35.161685,page_view,/cart,US,True,False
ev5160664452,673,2025-07-01 03:20:35.161691,page_view,/thank-you,EU,True,False
ev2604182440,279,2025-07-04 21:12:35.161696,page_view,/,US,False,False
ev4084860720,737,2025-08-03 14:54:35.161701,page_view,/products,BR,False,True
ev3568395171,565,2025-07-18 23:42:35.161706,begin_checkout,/products,EU,False,False
ev7331565321,135,2025-07-18 19:30:35.161712,page_view,/products,UK,True,False
ev7954393907,625,2025-08-14 08:54:35.161717,add_to_cart,/thank-you,US,True,True
ev7620089308,217,2025-07-27 05:29:35.161722,page_view,/products,BR,True,False
ev7011382900,150,2025-07-30 21:29:35.161727,page_view,/checkout,EU,True,True
ev7729909784,329,2025-07-13 21:02:35.161733,add_to_cart,/cart,EU,True,False
ev9307609294,312,2025-08-17 13:04:35.161738,purchase,/products,BR,False,True
ev3374686057,602,2025-07-07 13:23:35.161743,page_view,/thank-you,EU,True,True
ev3505711323,500,2025-07-01 05:14:35.161750,add_to_cart,/cart,EU,False,False
ev9836508595,284,2025-07-02 17:13:35.161755,page_view,/,EU,True,False
ev8924777703,597,2025-08-08 03:46:35.161761,begin_checkout,/thank-you,EU,True,True
ev6981027817,96,2025-07-04 09:18:35.161766,add_to_cart,/products,EU,True,True
ev8141696134,53,2025-07-23 00:08:35.161771,page_view,/cart,US,True,True
ev6787402040,360,2025-07-22 05:12:35.161777,page_view,/,EU,False,True
ev3774983062,85,2025-07-11 14:06:35.161782,add_to_cart,/products,UK,True,True
ev6087820341,353,2025-07-04 07:09:35.161787,page_view,/products,US,True,True
ev3197439590,623,2025-07-19 03:13:35.161793,page_view,/thank-you,EU,False,True
ev1886330347,333,2025-07-21 08:49:35.161798,page_view,/products,EU,True,True
ev4050490246,608,2025-07-07 16:51:35.161804,page_view,/checkout,EU,True,False
ev8276651164,605,2025-06-24 10:45:35.161809,page_view,/products,EU,True,True
ev2250642808,169,2025-08-12 03:07:35.161815,page_view,/checkout,EU,True,True
ev1410170953,399,2025-07-06 18:06:35.161820,page_view,/checkout,US,True,True
ev3119617150,312,2025-08-16 23:21:35.161825,purchase,/cart,EU,True,True
ev8059636145,362,2025-08-04 14:46:35.161831,page_view,/checkout,EU,True,False
ev8943973677,546,2025-07-25 07:24:35.161836,page_view,/cart,EU,False,True
ev3463372570,402,2025-06-30 09:23:35.161841,page_view,/checkout,EU,True,True
ev9644449510,407,2025-08-09 02:54:35.161847,page_view,/cart,BR,True,False
ev5299993467,575,2025-06-22 02:58:35.161852,add_to_cart,/products,EU,True,True
ev7180700538,626,2025-07-30 00:25:35.161857,page_view,/products,EU,True,False
ev7010296776,148,2025-08-02 09:48:35.161863,add_to_cart,/cart,US,True,True
ev5001113051,166,2025-08-04 14:03:35.161868,add_to_cart,/thank-you,EU,True,True
ev8571237541,736,2025-08-03 20:55:35.161873,add_to_cart,/checkout,EU,True,True
ev9075631519,337,2025-07-15 03:30:35.161879,page_view,/checkout,EU,True,True
ev5243127352,585,2025-07-22 08:26:35.161884,begin_checkout,/,EU,False,True
ev3707162367,264,2025-08-06 19:58:35.161889,page_view,/products,US,True,True
ev9431266980,434,2025-07-09 08:48:35.161895,begin_checkout,/,EU,True,True
ev7297575698,670,2025-07-23 09:53:35.161900,page_view,/,EU,True,True
ev4272525410,402,2025-07-14 09:35:35.161905,begin_checkout,/,US,True,True
ev2474807228,265,2025-06-22 00:44:35.161910,page_view,/checkout,EU,True,False
ev4551442928,792,2025-07-07 09:22:35.161916,page_view,/checkout,EU,True,True
ev4995309583,582,2025-07-10 00:34:35.161921,page_view,/thank-you,EU,True,True
ev8324109250,750,2025-08-19 15:49:35.161926,page_view,/,EU,False,False
ev7316476780,349,2025-08-14 15:27:35.161932,page_view,/thank-you,EU,True,False
ev5592756203,670,2025-07-21 15:08:35.161937,page_view,/products,EU,True,True
ev9171944079,145,2025-07-15 02:01:35.161942,add_to_cart,/cart,US,True,True
ev6264603902,707,2025-07-25 07:05:35.161948,page_view,/products,EU,True,False
ev8773199678,503,2025-08-18 22:52:35.161953,page_view,/products,BR,False,False
ev1580196141,383,2025-06-22 10:38:35.161958,page_view,/products,EU,False,True
ev1717904699,128,2025-07-25 01:32:35.161964,purchase,/,EU,False,True
ev8736077555,246,2025-06-30 16:27:35.161969,page_view,/thank-you,CA,True,True
ev7616996338,95,2025-06-25 09:44:35.161974,begin_checkout,/,US,True,True
ev3332279363,561,2025-07-14 02:01:35.161979,add_to_cart,/thank-you,UK,True,True
ev2084275014,688,2025-07-10 10:31:35.161985,add_to_cart,/,EU,True,False
ev1644927566,153,2025-08-12 06:24:35.161990,purchase,/products,CA,True,True
ev3879284882,718,2025-08-09 12:40:35.161995,page_view,/products,EU,True,True
ev8970783775,276,2025-08-13 18:03:35.162000,page_view,/products,EU,True,True
ev2726390463,279,2025-07-08 21:14:35.162006,add_to_cart,/checkout,EU,True,False
ev3241254773,359,2025-06-23 03:05:35.162011,purchase,/products,EU,True,True
ev8483615174,292,2025-08-14 17:35:35.162017,add_to_cart,/checkout,EU,True,False
ev2664794253,504,2025-06-28 23:41:35.162022,begin_checkout,/cart,EU,True,False
ev3152792774,483,2025-07-15 10:20:35.162027,page_view,/products,EU,False,True
ev7718016939,610,2025-07-24 19:39:35.162032,page_view,/products,US,True,True
ev8707748518,495,2025-08-19 01:56:35.162038,begin_checkout,/products,EU,True,False
ev9479600491,626,2025-07-07 18:21:35.162043,add_to_cart,/checkout,EU,True,True
ev1403518338,469,2025-08-06 03:04:35.162048,begin_checkout,/thank-you,EU,True,True
ev3966744354,482,2025-07-27 10:28:35.162054,add_to_cart,/thank-you,EU,False,False
ev6496453378,214,2025-08-16 12:46:35.162059,page_view,/thank-you,US,True,True
ev3986723000,90,2025-07-12 22:37:35.162064,page_view,/,EU,True,False
ev7670804104,632,2025-06-30 17:12:35.162069,page_view,/,EU,True,True
ev3028236976,527,2025-08-17 16:36:35.162075,page_view,/cart,US,False,True
ev6441041084,242,2025-08-14 21:19:35.162080,purchase,/thank-you,EU,True,True
ev2458907588,562,2025-08-16 08:18:35.162085,page_view,/thank-you,CA,True,True
ev2354418792,698,2025-07-18 18:55:35.162091,page_view,/cart,UK,True,True
ev8179258561,449,2025-07-09 05:10:35.162096,page_view,/thank-you,US,True,False
ev6648369851,755,2025-08-06 07:18:35.162101,signup,/,BR,True,True
ev6108790562,764,2025-06-29 04:25:35.162107,page_view,/checkout,EU,True,True
ev4383485743,218,2025-08-07 22:23:35.162112,page_view,/cart,UK,True,True
ev7060284825,569,2025-08-12 23:03:35.162117,page_view,/cart,EU,False,True
ev9572311960,485,2025-07-27 12:45:35.162122,page_view,/products,EU,True,True
ev4374366146,186,2025-07-22 03:12:35.162128,begin_checkout,/,CA,True,True
ev1426794396,565,2025-07-05 19:35:35.162133,add_to_cart,/checkout,US,False,False
ev3319324206,346,2025-08-17 18:21:35.162151,page_view,/,EU,True,False
ev8027895131,183,2025-08-12 14:10:35.162160,page_view,/products,US,True,True
ev3677845762,293,2025-07-03 08:41:35.162170,page_view,/checkout,US,True,True
ev7789905123,772,2025-07-15 15:02:35.162179,page_view,/,EU,True,False
ev2834059132,273,2025-06-27 21:00:35.162184,add_to_cart,/checkout,EU,True,True
ev6368039587,358,2025-07-22 19:27:35.162190,page_view,/checkout,EU,True,True
ev4290728423,231,2025-07-07 20:07:35.162196,purchase,/checkout,EU,True,True
ev5795697658,410,2025-07-11 10:57:35.162201,page_view,/thank-you,EU,False,True
ev4371605094,716,2025-07-13 10:20:35.162206,page_view,/checkout,US,True,False
ev6340849315,281,2025-07-20 14:36:35.162212,add_to_cart,/checkout,CA,True,True
ev7652591133,79,2025-07-13 20:45:35.162217,purchase,/checkout,US,True,True
ev7307264176,318,2025-08-05 13:26:35.162222,purchase,/cart,EU,True,True
ev4873068549,414,2025-08-06 05:45:35.162228,page_view,/,EU,True,True
ev1332864552,71,2025-06-23 20:49:35.162233,purchase,/products,UK,True,True
ev8444326112,309,2025-08-11 07:10:35.162238,page_view,/cart,EU,False,True
ev1960058600,751,2025-07-14 18:55:35.162244,add_to_cart,/cart,US,False,True
ev4413547461,226,2025-07-23 10:51:35.162249,page_view,/thank-you,EU,True,False
